split,held_out,subset,model,n_test,rmse,mae,r2,pearson,spearman
lodo_000,RUXOLITINIB,central_abs_le_100,xgboost_chemical_cell_clip_train,5830,6.4403728757419225,4.457322403592868,0.045728587552498645,0.32094781285645535,0.33749862043082335
lodo_000,RUXOLITINIB,exactly_one_unseen,xgboost_chemical_cell_clip_train,5831,6.683364276142547,4.4799698784966555,0.04318111604419561,0.3149089931696794,0.3378272418149025
lodo_000,RUXOLITINIB,all,xgboost_chemical_only_clip_train,5831,6.6516411752662705,4.459482906068163,0.05224278728714782,0.34268141675461794,0.31245201076118784
lodo_000,RUXOLITINIB,central_abs_le_100,xgboost_chemical_only_clip_train,5830,6.407367294410366,4.436828449422242,0.055484412983379916,0.34961466903236027,0.3121108414811522
lodo_000,RUXOLITINIB,exactly_one_unseen,xgboost_chemical_only_clip_train,5831,6.6516411752662705,4.459482906068163,0.05224278728714782,0.34268141675461794,0.31245201076118784
lodo_000,RUXOLITINIB,all,xgboost_cell_only_clip_train,5831,6.924829313390016,4.623722350308398,-0.027206167910969636,0.1550633810993635,0.18010661252790156
lodo_000,RUXOLITINIB,central_abs_le_100,xgboost_cell_only_clip_train,5830,6.683948401510021,4.600773258489876,-0.0278176382793478,0.15997731211506755,0.18012872264066815
lodo_000,RUXOLITINIB,exactly_one_unseen,xgboost_cell_only_clip_train,5831,6.924829313390016,4.623722350308398,-0.027206167910969636,0.1550633810993635,0.18010661252790156
lodo_001,TEMOZOLOMIDE,all,mean,6001,5.215520228396671,3.5300678456352017,-0.0034280798316141947,,
lodo_001,TEMOZOLOMIDE,central_abs_le_100,mean,6001,5.215520228396671,3.5300678456352017,-0.0034280798316141947,,
lodo_001,TEMOZOLOMIDE,exactly_one_unseen,mean,6001,5.215520228396671,3.5300678456352017,-0.0034280798316141947,,
lodo_001,TEMOZOLOMIDE,all,median,6001,5.215704104555998,3.5301998000333277,-0.0034988339446619943,,
lodo_001,TEMOZOLOMIDE,central_abs_le_100,median,6001,5.215704104555998,3.5301998000333277,-0.0034988339446619943,,
lodo_001,TEMOZOLOMIDE,exactly_one_unseen,median,6001,5.215704104555998,3.5301998000333277,-0.0034988339446619943,,
lodo_001,TEMOZOLOMIDE,all,ridge_identity,6001,5.225595625450592,3.649879742753996,-0.007308690438828647,0.15835216496651705,0.10120513376108234
lodo_001,TEMOZOLOMIDE,central_abs_le_100,ridge_identity,6001,5.225595625450592,3.649879742753996,-0.007308690438828647,0.15835216496651705,0.10120513376108234
lodo_001,TEMOZOLOMIDE,exactly_one_unseen,ridge_identity,6001,5.225595625450592,3.649879742753996,-0.007308690438828647,0.15835216496651705,0.10120513376108234
lodo_001,TEMOZOLOMIDE,all,ridge_identity_clip_train,6001,5.225494718188079,3.649782447554499,-0.007269788163048796,0.158371794211232,0.1012065438898439
lodo_001,TEMOZOLOMIDE,central_abs_le_100,ridge_identity_clip_train,6001,5.225494718188079,3.649782447554499,-0.007269788163048796,0.158371794211232,0.1012065438898439
